ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Sub-Rarity,Agg. RANK,Rarest Trait %,Rarest Trait Score,Rarity,Final Rank,Glitched?
1415,Robin,Deep Blue,Green And Orange,Pilot Sunglasses,None,ArtsyApes Cap,Nothing,Ethereum Hoodie,"11,04%","7,73%","13,66%","5,43%","62,75%","4,05%","65,90%","2,20%","0,0000000233",2037,"53,93",6,"65,63","59,78",1755,"2,2","40,07","53,21059765",2108,N
3115,Whitney,Abstract White_Blue,Green And Orange,None,Jägermeister Chain,Chef's Hat,Nothing,Thorchain Hoodie & Jacket,"10,46%","5,19%","13,66%","64,95%","2,99%","4,26%","65,90%","2,65%","0,0000000107",2506,"66,35",6,"65,63","65,99",1271,"2,65","27,64","53,20668511",2109,N
2608,Albert,Sprayed Wall,Yellow And Blue,None,None,None,Cigar,Jägermeister Hoodie,"10,83%","5,30%","10,22%","64,95%","62,75%","52,08%","4,00%","1,69%","0,0000000843",1570,"41,57",5,"63,89","52,73",2245,"1,69","54,15","53,20208802",2110,N
1290,Gordo,Brick Wall,Brown And Orange,Deal With It,None,Clown Wig,Nothing,Stebo Tee,"10,19%","6,09%","10,38%","5,03%","62,75%","2,57%","65,90%","3,57%","0,0000000123",2422,"64,12",6,"65,63","64,88",1355,"2,57","29,85","53,20188935",2111,N
215,Robin,Sprayed Wall,Orange And Blue,None,Golden Nose Ring,Clown Wig,Nothing,Black Tee,"11,04%","5,30%","21,66%","64,95%","5,56%","2,57%","65,90%","2,33%","0,000000018",2171,"57,48",6,"65,63","61,56",1614,"2,33","36,48","53,1963274",2112,N
558,Jeff,Sprayed Wall,Yellow And Blue,None,Cross Earring,Beer Helmet,Nothing,Banana Bonanza Hoodie,"11,25%","5,30%","10,22%","64,95%","3,10%","2,89%","65,90%","3,04%","0,00000000709",2755,"72,94",6,"65,63","69,29",1019,"2,89","21,01","53,19459636",2113,N
3003,Jeff,Gold Flakes,Green And Orange,None,None,Gold Halo,Party Whistle,Luna Tee,"11,25%","6,33%","13,66%","64,95%","62,75%","2,33%","5,35%","3,65%","0,000000018",2170,"57,45",6,"65,63","61,54",1615,"2,33","36,48","53,18750206",2114,N
3502,Robin,Red & Green Aura,Blue And Orange,None,None,Beer Helmet,Nothing,Clown Suit,"11,04%","6,80%","22,00%","64,95%","62,75%","2,89%","65,90%","1,32%","0,00000017",1180,"31,24",5,"63,89","47,56",2772,"1,32","64,37","53,1666696",2115,N
1870,Gordo,Ones & Zeros,Orange And Blue,Heart Sunglasses,None,Gold Halo,Nothing,Luna Tee,"10,19%","5,30%","21,66%","4,42%","62,75%","2,33%","65,90%","3,65%","0,0000000182",2167,"57,37",6,"65,63","61,50",1618,"2,33","36,48","53,16102602",2116,N
1826,Albert,Rainbow,Grey And Yellow,None,None,Clown Wig,Cigarette,"3,3 Tee","10,83%","9,56%","12,13%","64,95%","62,75%","2,57%","2,78%","3,39%","0,0000000124",2417,"63,99",6,"65,63","64,81",1361,"2,57","29,85","53,15776262",2117,N
2353,Lou,Space Silver,Orange And Blue,None,None,Chef's Hat,Bubblegum,Stebo Sweater,"12,05%","6,43%","21,66%","64,95%","62,75%","4,26%","3,89%","2,17%","0,0000000246",1999,"52,93",6,"65,63","59,28",1793,"2,17","40,89","53,15143449",2118,N
2267,Juanita,Brick Wall,Brown And Orange,None,None,None,Respirator,Fantom Sweater,"11,25%","6,09%","10,38%","64,95%","62,75%","52,08%","2,28%","1,80%","0,0000000619",1679,"44,45",5,"63,89","54,17",2134,"1,8","51,11","53,15131745",2119,N
983,Robin,Half-Sprayed Wall,Blue And Orange,3D,None,Gold Halo,Nothing,_APES_ Sweater,"11,04%","6,99%","22,00%","3,71%","62,75%","2,33%","65,90%","3,02%","0,0000000183",2164,"57,29",6,"65,63","61,46",1621,"2,33","36,48","53,13454998",2120,N
2831,Lou,Red & Green Aura,Yellow And Blue,None,None,Jägermeister Cap,Nothing,White Tee Blue Shirt,"12,05%","6,80%","10,22%","64,95%","62,75%","1,72%","65,90%","2,09%","0,000000081",1590,"42,10",5,"63,89","52,99",2223,"1,72","53,32","53,10239495",2121,N
2702,Juanita,Half-Sprayed Wall,Green And Orange,None,None,Gold Halo,Party Whistle,"3,3 Tee","11,25%","6,99%","13,66%","64,95%","62,75%","2,33%","5,35%","3,39%","0,0000000185",2159,"57,16",6,"65,63","61,40",1625,"2,33","36,48","53,09042325",2122,N
269,Robin,Mountains,Blue And Orange,None,Silver Necklace,Orange Beanie,Nothing,Hawaii Shirt,"11,04%","5,61%","22,00%","64,95%","4,82%","3,87%","65,90%","2,20%","0,0000000239",2022,"53,53",6,"65,63","59,58",1771,"2,2","40,07","53,07821746",2123,N
727,Juanita,Sprayed Wall,Orange And Blue,Deal With It,None,ArtsyApes Cap,Nothing,Ethereum Hoodie,"11,25%","5,30%","21,66%","5,03%","62,75%","4,05%","65,90%","2,20%","0,0000000239",2021,"53,51",6,"65,63","59,57",1772,"2,2","40,07","53,06939211",2124,N
3475,Robin,Half-Sprayed Wall,Yellow And Blue,None,Cross Necklace,Orange Beanie,Nothing,Thorchain Hoodie & Jacket,"11,04%","6,99%","10,22%","64,95%","3,18%","3,87%","65,90%","2,65%","0,000000011",2487,"65,85",6,"65,63","65,74",1289,"2,65","27,64","53,03900353",2125,N
1617,Jeff,Deep Blue,Blue And Orange,None,Cross Necklace,None,Party Whistle,Ethereum Hoodie,"11,25%","7,73%","22,00%","64,95%","3,18%","52,08%","5,35%","2,20%","0,0000000242",2015,"53,35",6,"65,63","59,49",1778,"2,2","40,07","53,01644003",2126,N
1740,Whitney,Deep Green,Grey And Yellow,None,None,None,Cigarette,Thorchain Hoodie,"10,46%","6,43%","12,13%","64,95%","62,75%","52,08%","2,78%","1,72%","0,0000000828",1578,"41,78",5,"63,89","52,83",2237,"1,72","53,32","52,99649079",2127,N
3123,Robin,Gold Flakes,Blue And Orange,None,Golden Eyebrow Piercing,None,Cigarette,ApeCoin Tee,"11,04%","6,33%","22,00%","64,95%","2,62%","52,08%","2,78%","3,10%","0,0000000117",2450,"64,87",6,"65,63","65,25",1326,"2,62","28,47","52,98866571",2128,N
1251,Albert,Deep Green,Grey And Yellow,None,None,None,Nothing,Suit & Bow Tie,"10,83%","6,43%","12,13%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000163",393,"10,41",4,"85,84","48,12",2692,"1,38","62,71","52,98493415",2129,N
1345,Albert,Deep Green,Orange And Blue,Heart Sunglasses,None,Chef's Hat,Nothing,Stebo Sweater,"10,83%","6,43%","21,66%","4,42%","62,75%","4,26%","65,90%","2,17%","0,0000000255",1980,"52,42",6,"65,63","59,03",1808,"2,17","40,89","52,98375291",2130,N
1317,Bruno,Ones & Zeros,Green And Orange,None,None,Chef's Hat,Nothing,Black Turtleneck,"10,83%","5,30%","13,66%","64,95%","62,75%","4,26%","65,90%","1,48%","0,000000133",1326,"35,11",5,"63,89","49,50",2502,"1,48","59,95","52,9821035",2131,N
3352,Lou,Matrix,Grey And Yellow,None,None,None,Cigar,Jägermeister Hoodie,"12,05%","4,21%","12,13%","64,95%","62,75%","52,08%","4,00%","1,69%","0,0000000884",1543,"40,85",5,"63,89","52,37",2270,"1,69","54,15","52,96380367",2132,N
119,Ham,Mountains,Purple And Green,None,None,None,Nothing,Black Waistcoat,"9,74%","5,61%","7,60%","64,95%","62,75%","52,08%","65,90%","1,46%","0,000000846",474,"12,55",4,"85,84","49,19",2539,"1,46","60,50","52,96325387",2133,N
2535,Ham,Rainbow,Blue And Orange,None,None,Reverse Hat,Nothing,100 Emoji Swag Tee,"9,74%","9,56%","22,00%","64,95%","62,75%","3,76%","65,90%","1,14%","0,000000236",969,"25,66",5,"63,89","44,77",3183,"1,14","69,34","52,96172151",2134,N
2950,Gordo,Bright Sky,Blue And Orange,Heart Sunglasses,None,ArtsyApes Cap,Nothing,Dopey Hoodie,"10,19%","7,18%","22,00%","4,42%","62,75%","4,05%","65,90%","2,17%","0,0000000259",1977,"52,34",6,"65,63","58,99",1810,"2,17","40,89","52,95727687",2135,N
910,Juanita,Space Gold,Orange And Blue,None,None,Orange Beanie,Nothing,Jägermeister Hoodie,"11,25%","2,07%","21,66%","64,95%","62,75%","3,87%","65,90%","1,69%","0,0000000885",1542,"40,83",5,"63,89","52,36",2271,"1,69","54,15","52,95497832",2136,N
761,Juanita,Mountains,Brown And Orange,3D,None,None,Nothing,Jägermeister Hoodie,"11,25%","5,61%","10,38%","3,71%","62,75%","52,08%","65,90%","1,69%","0,0000000887",1541,"40,80",5,"63,89","52,34",2273,"1,69","54,15","52,94615298",2137,N
811,Gordo,Space Silver,Purple And Green,Orange Shades,None,Devil Horns,Nothing,ArtsyApes Tee,"10,19%","6,43%","7,60%","6,35%","62,75%","3,10%","65,90%","2,67%","0,0000000108",2496,"66,08",6,"65,63","65,86",1280,"2,67","27,08","52,93429831",2138,N
749,Lou,Gold Flakes,Orange And Blue,Flower Power,None,Gold Halo,Nothing,"3,3 Tee","12,05%","6,33%","21,66%","3,52%","62,75%","2,33%","65,90%","3,39%","0,000000019",2140,"56,66",6,"65,63","61,15",1640,"2,33","36,48","52,92274166",2139,N
1043,Whitney,Sprayed Wall,Grey And Yellow,Pilot Sunglasses,Bitcoin Chain,None,Nothing,ApeCoin Tee,"10,46%","5,30%","12,13%","5,43%","2,70%","52,08%","65,90%","3,10%","0,0000000105",2525,"66,85",6,"65,63","66,24",1252,"2,7","26,26","52,91403336",2140,N
1604,Whitney,Abstract White_Blue,Blue And Orange,None,None,None,Nothing,Clown Suit,"10,46%","5,19%","22,00%","64,95%","62,75%","52,08%","65,90%","1,32%","0,00000221",322,"8,53",4,"85,84","47,18",2830,"1,32","64,37","52,91073455",2141,N
2018,Lou,Deep Blue,Green And Orange,None,Septum Piercing,None,Nothing,Black Waistcoat,"12,05%","7,73%","13,66%","64,95%","3,47%","52,08%","65,90%","1,46%","0,000000143",1295,"34,29",5,"63,89","49,09",2552,"1,46","60,50","52,8926511",2142,N
1372,Bruno,Red & Green Aura,Green And Orange,None,Golden Nose Ring,Orange Beanie,Nothing,White Shirt & Blue Tie,"10,83%","6,80%","13,66%","64,95%","5,56%","3,87%","65,90%","2,28%","0,0000000211",2082,"55,12",6,"65,63","60,38",1702,"2,28","37,86","52,87120491",2143,N
2681,Ham,Brick Wall,Orange And Blue,Deal With It,None,Reverse Hat,Nothing,Green Puffer Jacket,"9,74%","6,09%","21,66%","5,03%","62,75%","3,76%","65,90%","2,25%","0,0000000226",2047,"54,20",6,"65,63","59,92",1743,"2,25","38,69","52,83851778",2144,N
406,Lou,Sunny Beach,Brown And Orange,None,None,None,Nothing,Black Turtleneck,"12,05%","3,18%","10,38%","64,95%","62,75%","52,08%","65,90%","1,48%","0,000000824",478,"12,66",4,"85,84","49,25",2531,"1,48","59,95","52,81442192",2145,N
2464,Juanita,Rainbow,Blue And Orange,None,None,None,Nothing,Rich Old White Male Tee,"11,25%","9,56%","22,00%","64,95%","62,75%","52,08%","65,90%","1,19%","0,00000394",175,"4,63",4,"85,84","45,23",3115,"1,19","67,96","52,8102753",2146,N
1681,Juanita,Red & Green Aura,Brown And Orange,None,Silver Necklace,Propeller Hat,Nothing,Blue Camo Shirt,"11,25%","6,80%","10,38%","64,95%","4,82%","4,02%","65,90%","2,44%","0,0000000161",2241,"59,33",6,"65,63","62,48",1541,"2,44","33,44","52,80136832",2147,N
3302,Lou,Mountains,Orange And Blue,None,None,Red Cap,Nothing,ArtsyApes Brains Longsleeve,"12,05%","5,61%","21,66%","64,95%","62,75%","2,70%","65,90%","1,43%","0,000000152",1251,"33,12",5,"63,89","48,50",2636,"1,43","61,33","52,78053586",2148,N
1361,Robin,Sunny Beach,Yellow And Blue,Heart Sunglasses,None,None,Nothing,None,"11,04%","3,18%","10,22%","4,42%","62,75%","52,08%","65,90%","2,52%","0,0000000859",1559,"41,28",4,"85,84","63,56",1459,"2,52","31,23","52,77968804",2149,N
1803,Lou,Bright Sky,Yellow And Blue,None,None,Beer Helmet,Cigar,ArtsyApes Tee,"12,05%","7,18%","10,22%","64,95%","62,75%","2,89%","4,00%","2,67%","0,0000000111",2477,"65,58",6,"65,63","65,61",1300,"2,67","27,08","52,76661673",2150,N
710,Lou,Sunny Beach,Grey And Yellow,Pilot Sunglasses,None,None,Nothing,Jägermeister Hoodie,"12,05%","3,18%","12,13%","5,43%","62,75%","52,08%","65,90%","1,69%","0,0000000919",1516,"40,14",5,"63,89","52,01",2297,"1,69","54,15","52,72551932",2151,N
166,Lou,Deep Green,Orange And Blue,None,Golden Nose Ring,Captain's Hat,Nothing,White Tee Blue Shirt,"12,05%","6,43%","21,66%","64,95%","5,56%","4,18%","65,90%","2,09%","0,0000000349",1866,"49,40",6,"65,63","57,52",1921,"2,09","43,10","52,71419675",2152,N
1094,Gordo,Gold Flakes,Blue And Orange,Green Cybernetic Visor,None,None,Nothing,Dopey Hoodie,"10,19%","6,33%","22,00%","1,62%","62,75%","52,08%","65,90%","2,17%","0,000000107",1437,"38,05",5,"63,89","50,97",2379,"1,62","56,09","52,67278362",2153,N
2251,Ham,Deep Green,Orange And Blue,3D,None,None,Nothing,ArtsyApes Brains Longsleeve,"9,74%","6,43%","21,66%","3,71%","62,75%","52,08%","65,90%","1,43%","0,000000155",1236,"32,72",5,"63,89","48,31",2665,"1,43","61,33","52,64815566",2154,N
899,Gordo,Ones & Zeros,Yellow And Blue,None,None,Reverse Hat,Nothing,Jägermeister Hoodie,"10,19%","5,30%","10,22%","64,95%","62,75%","3,76%","65,90%","1,69%","0,0000000944",1506,"39,87",5,"63,89","51,88",2307,"1,69","54,15","52,63726585",2155,N
2286,Lou,Rainbow,Blue And Orange,Deal With It,None,None,Pizza,Plain White Shirt,"12,05%","9,56%","22,00%","5,03%","62,75%","52,08%","5,00%","2,04%","0,0000000425",1803,"47,74",6,"65,63","56,69",1976,"2,04","44,49","52,61853326",2156,N
1255,Jeff,Rainbow,Green And Orange,None,None,None,Nothing,White Plain Tee,"11,25%","9,56%","13,66%","64,95%","62,75%","52,08%","65,90%","1,30%","0,00000267",268,"7,10",4,"85,84","46,47",2936,"1,3","64,92","52,61829918",2157,N
2044,Lou,Bright Sky,Green And Orange,Flower Power,None,None,Pizza,Blue Camo Shirt,"12,05%","7,18%","13,66%","3,52%","62,75%","52,08%","5,00%","2,44%","0,0000000166",2217,"58,70",6,"65,63","62,17",1565,"2,44","33,44","52,58956",2158,N
174,Gordo,Deep Blue,Green And Orange,None,None,Visor Cap,Cigar,Ape College Jacket,"10,19%","7,73%","13,66%","64,95%","62,75%","3,57%","4,00%","2,49%","0,0000000156",2268,"60,05",6,"65,63","62,84",1515,"2,49","32,06","52,57931934",2159,N
1894,Juanita,Matrix,Purple And Green,None,Cross Necklace,Chef's Hat,Nothing,_APES_ Sweater,"11,25%","4,21%","7,60%","64,95%","3,18%","4,26%","65,90%","3,02%","0,0000000063",2819,"74,64",6,"65,63","70,14",959,"3,02","17,42","52,56255187",2160,N
1177,Gordo,Space Silver,Yellow And Blue,Pilot Sunglasses,None,None,Ganja,Blue Camo Shirt,"10,19%","6,43%","10,22%","5,43%","62,75%","52,08%","5,75%","2,44%","0,0000000166",2213,"58,59",6,"65,63","62,11",1569,"2,44","33,44","52,55425862",2161,N
2305,Bruno,Gold Flakes,Blue And Orange,None,None,None,Nothing,White Plain Tee,"10,83%","6,33%","22,00%","64,95%","62,75%","52,08%","65,90%","1,30%","0,00000274",260,"6,88",4,"85,84","46,36",2949,"1,3","64,92","52,54769641",2162,N
2429,Gordo,Abstract White_Blue,Blue And Orange,None,Golden Eyebrow Piercing,Beer Helmet,Nothing,"3,3 Tee","10,19%","5,19%","22,00%","64,95%","2,62%","2,89%","65,90%","3,39%","0,0000000128",2399,"63,52",6,"65,63","64,58",1380,"2,62","28,47","52,53857305",2163,N
3550,Lou,Red & Green Aura,Orange And Blue,None,None,None,Cigar,White Plain Tee,"12,05%","6,80%","21,66%","64,95%","62,75%","52,08%","4,00%","1,30%","0,000000195",1087,"28,78",5,"63,89","46,33",2954,"1,3","64,92","52,53004571",2164,N
295,Gordo,Abstract Red_Blue,Blue And Orange,None,None,None,Nothing,Suit & Bow Tie,"10,19%","4,87%","22,00%","64,95%","62,75%","52,08%","65,90%","1,38%","0,0000021",337,"8,92",4,"85,84","47,38",2801,"1,38","62,71","52,49071475",2165,N
3724,Whitney,Sprayed Wall,Orange And Blue,None,None,Devil Horns,Nothing,Black Turtleneck,"10,46%","5,30%","21,66%","64,95%","62,75%","3,10%","65,90%","1,48%","0,000000148",1269,"33,60",5,"63,89","48,74",2600,"1,48","59,95","52,47905876",2166,N
2834,Albert,Deep Blue,Orange And Blue,None,Golden Nose Ring,None,Party Whistle,White Tee Blue Shirt,"10,83%","7,73%","21,66%","64,95%","5,56%","52,08%","5,35%","2,09%","0,0000000381",1839,"48,69",6,"65,63","57,16",1950,"2,09","43,10","52,4759124",2167,N
2199,Whitney,Deep Green,Blue And Orange,Heart Sunglasses,None,Propeller Hat,Nothing,Ripped Black Shirt,"10,46%","6,43%","22,00%","4,42%","62,75%","4,02%","65,90%","2,25%","0,0000000245",2005,"53,08",6,"65,63","59,36",1788,"2,25","38,69","52,46785323",2168,N
1728,Juanita,Gold Flakes,Blue And Orange,None,None,Propeller Hat,Cigar,White Shirt & Blue Tie,"11,25%","6,33%","22,00%","64,95%","62,75%","4,02%","4,00%","2,28%","0,0000000234",2034,"53,85",6,"65,63","59,74",1758,"2,28","37,86","52,44758828",2169,N
2045,Robin,Deep Green,Orange And Blue,Orange Shades,Golden Earring,None,Nothing,Hawaii Shirt,"11,04%","6,43%","21,66%","6,35%","3,79%","52,08%","65,90%","2,20%","0,0000000279",1949,"51,60",6,"65,63","58,62",1840,"2,2","40,07","52,43396717",2170,N
2484,Whitney,Sprayed Wall,Brown And Orange,None,None,Beer Helmet,Cigar,Banana Bonanza Hoodie,"10,46%","5,30%","10,38%","64,95%","62,75%","2,89%","4,00%","3,04%","0,00000000823",2665,"70,56",6,"65,63","68,10",1111,"2,89","21,01","52,40031519",2171,N
176,Robin,Deep Green,Blue And Orange,None,None,Chef's Hat,Nothing,Dappimg Tee,"11,04%","6,43%","22,00%","64,95%","62,75%","4,26%","65,90%","1,24%","0,000000223",1009,"26,71",5,"63,89","45,30",3105,"1,24","66,58","52,3940687",2172,N
1443,Robin,Abstract White_Blue,Yellow And Blue,None,None,None,Nothing,Black Turtleneck,"11,04%","5,19%","10,22%","64,95%","62,75%","52,08%","65,90%","1,48%","0,00000121",430,"11,38",4,"85,84","48,61",2619,"1,48","59,95","52,3908053",2173,N
2565,Juanita,Rainbow,Blue And Orange,Heart Sunglasses,None,None,Nothing,100 Emoji Swag Tee,"11,25%","9,56%","22,00%","4,42%","62,75%","52,08%","65,90%","1,14%","0,000000256",904,"23,93",5,"63,89","43,91",3308,"1,14","69,34","52,38807399",2174,N
779,Ham,Deep Blue,Blue And Orange,None,None,Propeller Hat,Nothing,Dappimg Tee,"9,74%","7,73%","22,00%","64,95%","62,75%","4,02%","65,90%","1,24%","0,000000223",1008,"26,69",5,"63,89","45,29",3107,"1,24","66,58","52,38524335",2175,N
2758,Robin,Red & Green Aura,Blue And Orange,None,None,None,Nothing,White Plain Tee,"11,04%","6,80%","22,00%","64,95%","62,75%","52,08%","65,90%","1,30%","0,000003",241,"6,38",4,"85,84","46,11",2988,"1,3","64,92","52,38001483",2176,N
2866,Juanita,Rainbow,Blue And Orange,None,Double Ear Piercing,None,Bubblegum,White Shirt & Blue Tie,"11,25%","9,56%","22,00%","64,95%","3,36%","52,08%","3,89%","2,28%","0,0000000238",2025,"53,61",6,"65,63","59,62",1767,"2,28","37,86","52,36816016",2177,N
3700,Bruno,Sprayed Wall,Yellow And Blue,None,None,Reverse Hat,Nothing,Jägermeister Hoodie,"10,83%","5,30%","10,22%","64,95%","62,75%","3,76%","65,90%","1,69%","0,0000001",1473,"39,00",5,"63,89","51,44",2340,"1,69","54,15","52,34602942",2178,N
3591,Lou,Deep Green,Green And Orange,None,None,None,Ganja,Suit & Bow Tie,"12,05%","6,43%","13,66%","64,95%","62,75%","52,08%","5,75%","1,38%","0,000000178",1147,"30,37",5,"63,89","47,13",2839,"1,38","62,71","52,32303316",2179,N
1934,Juanita,Deep Green,Blue And Orange,None,None,None,Party Whistle,Dappimg Tee,"11,25%","6,43%","22,00%","64,95%","62,75%","52,08%","5,35%","1,24%","0,000000225",1000,"26,48",5,"63,89","45,18",3124,"1,24","66,58","52,31464058",2180,N
1520,Gordo,Sprayed Wall,Green And Orange,None,None,None,Nothing,Black Waistcoat,"10,19%","5,30%","13,66%","64,95%","62,75%","52,08%","65,90%","1,46%","0,0000015",400,"10,59",4,"85,84","48,21",2679,"1,46","60,50","52,31017824",2181,N
3544,Robin,Space Silver,Blue And Orange,None,Jägermeister Chain,Orange Beanie,Nothing,Jägermeister Urban Hoodie,"11,04%","6,43%","22,00%","64,95%","2,99%","3,87%","65,90%","2,41%","0,0000000186",2154,"57,03",6,"65,63","61,33",1630,"2,41","34,27","52,30976318",2182,N
3334,Albert,Half-Sprayed Wall,Purple And Green,None,None,Jägermeister Cap,Nothing,Stebo Tee,"10,83%","6,99%","7,60%","64,95%","62,75%","1,72%","65,90%","3,57%","0,000000095",1500,"39,71",5,"63,89","51,80",2313,"1,72","53,32","52,30811378",2183,N
381,Lou,Rainbow,Green And Orange,Pilot Sunglasses,None,ArtsyApes Cap,Nothing,Dopey Hoodie,"12,05%","9,56%","13,66%","5,43%","62,75%","4,05%","65,90%","2,17%","0,000000031",1903,"50,38",6,"65,63","58,01",1881,"2,17","40,89","52,30420124",2184,N
1219,Whitney,Mountains,Green And Orange,None,None,Chef's Hat,Cigar,None,"10,46%","5,61%","13,66%","64,95%","62,75%","4,26%","4,00%","2,52%","0,000000014",2334,"61,80",5,"63,89","62,84",1514,"2,52","31,23","52,30311934",2185,N
1031,Jeff,Rainbow,Green And Orange,None,Silver Necklace,None,Nothing,White Plain Tee,"11,25%","9,56%","13,66%","64,95%","4,82%","52,08%","65,90%","1,30%","0,000000205",1059,"28,04",5,"63,89","45,96",3007,"1,3","64,92","52,28293602",2186,N
2174,Gordo,Sprayed Wall,Orange And Blue,None,None,Devil Horns,Nothing,Catchphrase Ripped Tee,"10,19%","5,30%","21,66%","64,95%","62,75%","3,10%","65,90%","1,51%","0,000000147",1278,"33,84",5,"63,89","48,86",2583,"1,51","59,12","52,28228688",2187,N
3257,Robin,Gold Flakes,Orange And Blue,None,Golden Eyebrow Piercing,None,Cigarette,Stebo Tee,"11,04%","6,33%","21,66%","64,95%","2,62%","52,08%","2,78%","3,57%","0,0000000133",2369,"62,72",6,"65,63","64,18",1412,"2,62","28,47","52,27381266",2188,N
377,Bruno,Ones & Zeros,Blue And Orange,Heart Sunglasses,Golden Nose Ring,None,Nothing,White Shirt & Blue Tie,"10,83%","5,30%","22,00%","4,42%","5,56%","52,08%","65,90%","2,28%","0,0000000242",2013,"53,30",6,"65,63","59,47",1780,"2,28","37,86","52,26225601",2189,N
3342,Lou,Red & Green Aura,Blue And Orange,None,None,Devil Horns,Nothing,Clown Suit,"12,05%","6,80%","22,00%","64,95%","62,75%","3,10%","65,90%","1,32%","0,000000199",1077,"28,51",5,"63,89","46,20",2974,"1,32","64,37","52,25765892",2190,N
786,Albert,Deep Green,Orange And Blue,Heart Sunglasses,None,Orange Beanie,Nothing,White Shirt & Blue Tie,"10,83%","6,43%","21,66%","4,42%","62,75%","3,87%","65,90%","2,28%","0,0000000243",2012,"53,27",6,"65,63","59,45",1781,"2,28","37,86","52,25343066",2191,N
2389,Gordo,Abstract Red_Blue,Brown And Orange,None,None,Propeller Hat,Nothing,Thorchain Hoodie,"10,19%","4,87%","10,38%","64,95%","62,75%","4,02%","65,90%","1,72%","0,0000000959",1493,"39,53",5,"63,89","51,71",2321,"1,72","53,32","52,24633635",2192,N
553,Gordo,Bright Sky,Blue And Orange,None,None,None,Nothing,Clown Suit,"10,19%","7,18%","22,00%","64,95%","62,75%","52,08%","65,90%","1,32%","0,00000298",244,"6,46",4,"85,84","46,15",2982,"1,32","64,37","52,22235753",2193,N
189,Lou,Deep Blue,Green And Orange,None,None,Orange Beanie,Nothing,Suit & Bow Tie,"12,05%","7,73%","13,66%","64,95%","62,75%","3,87%","65,90%","1,38%","0,000000182",1134,"30,02",5,"63,89","46,96",2864,"1,38","62,71","52,20830366",2194,N
1144,Lou,Sunny Beach,Orange And Blue,None,None,None,Nothing,Black Waistcoat,"12,05%","3,18%","21,66%","64,95%","62,75%","52,08%","65,90%","1,46%","0,00000169",387,"10,25",4,"85,84","48,04",2704,"1,46","60,50","52,19544873",2195,N
2086,Juanita,Brick Wall,Blue And Orange,None,None,Clown Wig,Pizza,Jägermeister Urban Hoodie,"11,25%","6,09%","22,00%","64,95%","62,75%","2,57%","5,00%","2,41%","0,000000019",2139,"56,63",6,"65,63","61,13",1641,"2,41","34,27","52,17738299",2196,N
3162,Ham,Deep Green,Blue And Orange,Deal With It,None,Reverse Hat,Nothing,White Shirt & Blue Tie,"9,74%","6,43%","22,00%","5,03%","62,75%","3,76%","65,90%","2,28%","0,0000000246",2002,"53,01",6,"65,63","59,32",1790,"2,28","37,86","52,1651772",2197,N
3180,Ham,Half-Sprayed Wall,Grey And Yellow,None,Double Ear Piercing,None,Nothing,Jägermeister Hoodie,"9,74%","6,99%","12,13%","64,95%","3,36%","52,08%","65,90%","1,69%","0,000000105",1451,"38,42",5,"63,89","51,15",2364,"1,69","54,15","52,1518718",2198,N
3570,Whitney,Abstract White_Blue,Brown And Orange,None,None,None,Nothing,Catchphrase Ripped Tee,"10,46%","5,19%","10,38%","64,95%","62,75%","52,08%","65,90%","1,51%","0,00000119",434,"11,49",4,"85,84","48,66",2612,"1,51","59,12","52,14990668",2199,N
687,Gordo,Gold Flakes,Blue And Orange,None,None,Chef's Hat,Nothing,White Plain Tee,"10,19%","6,33%","22,00%","64,95%","62,75%","4,26%","65,90%","1,30%","0,000000211",1043,"27,61",5,"63,89","45,75",3038,"1,3","64,92","52,14173047",2200,N
2624,Albert,Half-Sprayed Wall,Green And Orange,Heart Sunglasses,None,None,Pizza,Blue Camo Shirt,"10,83%","6,99%","13,66%","4,42%","62,75%","52,08%","5,00%","2,44%","0,0000000182",2166,"57,35",6,"65,63","61,49",1619,"2,44","33,44","52,13946734",2201,N
2148,Lou,Ones & Zeros,Purple And Green,3D,None,None,Nothing,None,"12,05%","5,30%","7,60%","3,71%","62,75%","52,08%","65,90%","2,52%","0,0000000973",1486,"39,34",4,"85,84","62,59",1533,"2,52","31,23","52,13543776",2202,N
29,Ham,Space Silver,Brown And Orange,Heart Sunglasses,None,None,Nothing,Jägermeister Hoodie,"9,74%","6,43%","10,38%","4,42%","62,75%","52,08%","65,90%","1,69%","0,000000105",1449,"38,36",5,"63,89","51,13",2366,"1,69","54,15","52,13422111",2203,N
2640,Jeff,Red & Green Aura,Orange And Blue,None,None,Visor Cap,Ganja,Hawaii Shirt,"11,25%","6,80%","21,66%","64,95%","62,75%","3,57%","5,75%","2,20%","0,0000000305",1915,"50,70",6,"65,63","58,17",1871,"2,2","40,07","52,13390539",2204,N
3146,Robin,Rainbow,Grey And Yellow,None,None,None,Nothing,Suit & Bow Tie,"11,04%","9,56%","12,13%","64,95%","62,75%","52,08%","65,90%","1,38%","0,00000246",296,"7,84",4,"85,84","46,84",2882,"1,38","62,71","52,12887555",2205,N
