ID,Ape,Background,Eyes,Glasses,Jewelry,Headwear,Mouth,Outfit,Ape%,Background%,Eyes%,Glasses%,Jewelry%,Headwear%,Mouth%,Outfit%,Statistical Rarity,Inverse SR Rank,SR Percentile,Trait Count,Inverse TC Rarity,Rarity,Final Rank,ID,Glitched?
511,Robin,Gold Flakes,Orange And Blue,None,Bitcoin Chain,None,Nothing,Omega Hoodie,"11,04%","6,33%","21,66%","64,95%","2,70%","52,08%","65,90%","0,90%","0,000000082",1585,"41,96",5,"63,89","52,93",2228,511,N
1087,Jeff,Half-Sprayed Wall,Purple And Green,None,None,Gold Halo,Nothing,Hawaii Shirt,"11,25%","6,99%","7,60%","64,95%","62,75%","2,33%","65,90%","2,20%","0,0000000822",1584,"41,94",5,"63,89","52,91",2229,1087,N
3561,Gordo,Half-Sprayed Wall,Grey And Yellow,None,None,None,Nothing,None,"10,19%","6,99%","12,13%","64,95%","62,75%","52,08%","65,90%","2,52%","0,00000304",236,"6,25",3,"99,58","52,91",2230,3561,N
3399,Robin,Sprayed Wall,Grey And Yellow,Orange Shades,None,None,Nothing,Ripped Yellow Longsleeve,"11,04%","5,30%","12,13%","6,35%","62,75%","52,08%","65,90%","0,85%","0,0000000822",1583,"41,91",5,"63,89","52,90",2231,3399,N
3188,Albert,Abstract White_Blue,Blue And Orange,None,None,Orange Beanie,Nothing,None,"10,83%","5,19%","22,00%","64,95%","62,75%","3,87%","65,90%","2,52%","0,000000323",753,"19,94",4,"85,84","52,89",2232,3188,N
2331,Albert,Red & Green Aura,Purple And Green,None,None,JÃ¤germeister Antlers,Nothing,Thorchain Hoodie & Jacket,"10,83%","6,80%","7,60%","64,95%","62,75%","2,07%","65,90%","2,65%","0,0000000822",1582,"41,89",5,"63,89","52,89",2233,2331,N
1253,Albert,Brick Wall,Brown And Orange,None,None,None,Respirator,Ape College Jacket,"10,83%","6,09%","10,38%","64,95%","62,75%","52,08%","2,28%","2,49%","0,0000000823",1581,"41,86",5,"63,89","52,87",2234,1253,N
1296,Juanita,Sunny Beach,Blue And Orange,Pilot Sunglasses,None,None,Nothing,Omega Hoodie,"11,25%","3,18%","22,00%","5,43%","62,75%","52,08%","65,90%","0,90%","0,0000000828",1580,"41,83",5,"63,89","52,86",2235,1296,N
4,Albert,Bright Sky,Green And Orange,None,None,Beer Helmet,Nothing,Joker Suit,"10,83%","7,18%","13,66%","64,95%","62,75%","2,89%","65,90%","1,01%","0,0000000828",1579,"41,81",5,"63,89","52,85",2236,4,N
1740,Whitney,Deep Green,Grey And Yellow,None,None,None,Cigarette,Thorchain Hoodie,"10,46%","6,43%","12,13%","64,95%","62,75%","52,08%","2,78%","1,72%","0,0000000828",1578,"41,78",5,"63,89","52,83",2237,1740,N
3266,Ham,Mountains,Yellow And Blue,Orange Shades,None,None,Nothing,Guy Fieri Flame Shirt,"9,74%","5,61%","10,22%","6,35%","62,75%","52,08%","65,90%","1,09%","0,000000083",1577,"41,75",5,"63,89","52,82",2238,3266,N
481,Gordo,Red & Green Aura,Blue And Orange,None,Rose Necklace,None,Nothing,Ethereum Hoodie,"10,19%","6,80%","22,00%","64,95%","1,11%","52,08%","65,90%","2,20%","0,0000000831",1576,"41,73",5,"63,89","52,81",2239,481,N
1270,Albert,Sunny Beach,Brown And Orange,None,None,None,Pizza,Hawaii Shirt,"10,83%","3,18%","10,38%","64,95%","62,75%","52,08%","5,00%","2,20%","0,0000000833",1575,"41,70",5,"63,89","52,79",2240,1270,N
1485,Whitney,Abstract Red_Blue,Grey And Yellow,None,None,None,Party Whistle,Orange Hoodie,"10,46%","4,87%","12,13%","64,95%","62,75%","52,08%","5,35%","1,19%","0,0000000835",1574,"41,67",5,"63,89","52,78",2241,1485,N
963,Whitney,Matrix,Yellow And Blue,None,None,None,Bubblegum,Green Puffer Jacket,"10,46%","4,21%","10,22%","64,95%","62,75%","52,08%","3,89%","2,25%","0,0000000836",1573,"41,65",5,"63,89","52,77",2242,963,N
2368,Jeff,Brick Wall,Blue And Orange,None,Golden Nose Ring,None,Nothing,Royal Outfit,"11,25%","6,09%","22,00%","64,95%","5,56%","52,08%","65,90%","0,45%","0,0000000841",1572,"41,62",5,"63,89","52,75",2243,2368,N
2594,Juanita,Bright Sky,Green And Orange,Flower Power,None,None,Nothing,Joker Suit,"11,25%","7,18%","13,66%","3,52%","62,75%","52,08%","65,90%","1,01%","0,0000000841",1571,"41,59",5,"63,89","52,74",2244,2594,N
2608,Albert,Sprayed Wall,Yellow And Blue,None,None,None,Cigar,JÃ¤germeister Hoodie,"10,83%","5,30%","10,22%","64,95%","62,75%","52,08%","4,00%","1,69%","0,0000000843",1570,"41,57",5,"63,89","52,73",2245,2608,N
421,Whitney,Ones & Zeros,Orange And Blue,Flower Power,None,None,Nothing,Keikogi,"10,46%","5,30%","21,66%","3,52%","62,75%","52,08%","65,90%","0,93%","0,0000000843",1569,"41,54",5,"63,89","52,71",2246,421,N
1107,Gordo,Deep Blue,Green And Orange,None,None,None,Cigar,Keikogi,"10,19%","7,73%","13,66%","64,95%","62,75%","52,08%","4,00%","0,93%","0,0000000846",1567,"41,49",5,"63,89","52,69",2247,1107,N
450,Robin,Deep Green,Yellow And Blue,None,Septum Piercing,None,Nothing,Catchphrase Ripped Tee,"11,04%","6,43%","10,22%","64,95%","3,47%","52,08%","65,90%","1,51%","0,0000000847",1566,"41,46",5,"63,89","52,67",2248,450,N
1467,Whitney,Gold Flakes,Grey And Yellow,None,None,Red Cap,Nothing,Black Waistcoat,"10,46%","6,33%","12,13%","64,95%","62,75%","2,70%","65,90%","1,46%","0,0000000847",1565,"41,44",5,"63,89","52,66",2249,1467,N
2968,Lou,Space Silver,Grey And Yellow,None,None,Devil Horns,Nothing,Guy Fieri Flame Shirt,"12,05%","6,43%","12,13%","64,95%","62,75%","3,10%","65,90%","1,09%","0,0000000849",1564,"41,41",5,"63,89","52,65",2250,2968,N
799,Ham,Brick Wall,Blue And Orange,None,None,Red Cap,Nothing,Omega Hoodie,"9,74%","6,09%","22,00%","64,95%","62,75%","2,70%","65,90%","0,90%","0,0000000852",1563,"41,38",5,"63,89","52,63",2251,799,N
3709,Ham,Half-Sprayed Wall,Green And Orange,Deal With It,None,None,Nothing,Ripped Yellow Longsleeve,"9,74%","6,99%","13,66%","5,03%","62,75%","52,08%","65,90%","0,85%","0,0000000854",1562,"41,36",5,"63,89","52,62",2252,3709,N
3757,Albert,Matrix,Brown And Orange,None,None,Devil Horns,Nothing,Stebo Sweater,"10,83%","4,21%","10,38%","64,95%","62,75%","3,10%","65,90%","2,17%","0,0000000854",1561,"41,33",5,"63,89","52,61",2253,3757,N
319,Bruno,Abstract Red_Blue,Orange And Blue,None,None,Devil Horns,Nothing,MVVD Hoodie,"10,83%","4,87%","21,66%","64,95%","62,75%","3,10%","65,90%","0,90%","0,0000000856",1560,"41,30",5,"63,89","52,59",2254,319,N
3345,Bruno,Ones & Zeros,Grey And Yellow,None,None,Clown Wig,Nothing,Fantom Sweater,"10,83%","5,30%","12,13%","64,95%","62,75%","2,57%","65,90%","1,80%","0,0000000863",1558,"41,25",5,"63,89","52,57",2255,3345,N
3294,Jeff,Bright Sky,Purple And Green,None,None,None,Respirator,Blue Jacket,"11,25%","7,18%","7,60%","64,95%","62,75%","52,08%","2,28%","2,91%","0,0000000863",1557,"41,22",5,"63,89","52,55",2256,3294,N
3306,Lou,Matrix,Blue And Orange,None,Septum Piercing,None,Nothing,Chef's Jacket,"12,05%","4,21%","22,00%","64,95%","3,47%","52,08%","65,90%","1,01%","0,0000000868",1556,"41,20",5,"63,89","52,54",2257,3306,N
2366,Whitney,Bright Sky,Purple And Green,None,None,Gold Halo,Nothing,Blue Camo Shirt,"10,46%","7,18%","7,60%","64,95%","62,75%","2,33%","65,90%","2,44%","0,0000000869",1555,"41,17",5,"63,89","52,53",2258,2366,N
2678,Jeff,Red & Green Aura,Green And Orange,None,None,None,Bubblegum,Anarchy Jacket,"11,25%","6,80%","13,66%","64,95%","62,75%","52,08%","3,89%","1,01%","0,0000000869",1554,"41,14",5,"63,89","52,52",2259,2678,N
1067,Ham,Sprayed Wall,Purple And Green,None,None,ArtsyApes Cap,Nothing,Plain White Shirt,"9,74%","5,30%","7,60%","64,95%","62,75%","4,05%","65,90%","2,04%","0,0000000869",1553,"41,12",5,"63,89","52,50",2260,1067,N
1768,Gordo,Sunny Beach,Grey And Yellow,Heart Sunglasses,None,None,Nothing,Black Tee,"10,19%","3,18%","12,13%","4,42%","62,75%","52,08%","65,90%","2,33%","0,0000000871",1552,"41,09",5,"63,89","52,49",2261,1768,N
1433,Juanita,Space Gold,Orange And Blue,None,Septum Piercing,None,Nothing,Ripped Black Shirt,"11,25%","2,07%","21,66%","64,95%","3,47%","52,08%","65,90%","2,25%","0,0000000876",1551,"41,06",5,"63,89","52,48",2262,1433,N
694,Ham,Ones & Zeros,Purple And Green,None,None,Gold Halo,Nothing,Stebo Tee,"9,74%","5,30%","7,60%","64,95%","62,75%","2,33%","65,90%","3,57%","0,0000000877",1550,"41,04",5,"63,89","52,46",2263,694,N
2017,Lou,Deep Green,Grey And Yellow,None,None,Orange Beanie,Nothing,Omega Hoodie,"12,05%","6,43%","12,13%","64,95%","62,75%","3,87%","65,90%","0,90%","0,0000000878",1549,"41,01",5,"63,89","52,45",2264,2017,N
1554,Jeff,Matrix,Blue And Orange,None,None,None,Cigarette,ArtsyApes Brains Longsleeve,"11,25%","4,21%","22,00%","64,95%","62,75%","52,08%","2,78%","1,43%","0,0000000879",1548,"40,98",5,"63,89","52,44",2265,1554,N
3017,Whitney,Mountains,Brown And Orange,None,Golden Nose Ring,None,Nothing,Derby Stars Turtleneck,"10,46%","5,61%","10,38%","64,95%","5,56%","52,08%","65,90%","1,16%","0,000000088",1547,"40,96",5,"63,89","52,42",2266,3017,N
946,Robin,Sprayed Wall,Grey And Yellow,None,None,Clown Wig,Nothing,Fantom Sweater,"11,04%","5,30%","12,13%","64,95%","62,75%","2,57%","65,90%","1,80%","0,000000088",1546,"40,93",5,"63,89","52,41",2267,946,N
1044,Ham,Gold Flakes,Yellow And Blue,None,Bitcoin Chain,None,Nothing,Black Tee,"9,74%","6,33%","10,22%","64,95%","2,70%","52,08%","65,90%","2,33%","0,0000000884",1545,"40,91",5,"63,89","52,40",2268,1044,N
2943,Juanita,Red & Green Aura,Blue And Orange,None,None,None,Respirator,Guy Fieri Flame Shirt,"11,25%","6,80%","22,00%","64,95%","62,75%","52,08%","2,28%","1,09%","0,0000000884",1544,"40,88",5,"63,89","52,38",2269,2943,N
3352,Lou,Matrix,Grey And Yellow,None,None,None,Cigar,JÃ¤germeister Hoodie,"12,05%","4,21%","12,13%","64,95%","62,75%","52,08%","4,00%","1,69%","0,0000000884",1543,"40,85",5,"63,89","52,37",2270,3352,N
910,Juanita,Space Gold,Orange And Blue,None,None,Orange Beanie,Nothing,JÃ¤germeister Hoodie,"11,25%","2,07%","21,66%","64,95%","62,75%","3,87%","65,90%","1,69%","0,0000000885",1542,"40,83",5,"63,89","52,36",2271,910,N
743,Albert,Bright Sky,Purple And Green,None,None,None,Nothing,SciFi Space Suit,"10,83%","7,18%","7,60%","64,95%","62,75%","52,08%","65,90%","0,42%","0,00000035",712,"18,85",4,"85,84","52,34",2272,743,N
761,Juanita,Mountains,Brown And Orange,3D,None,None,Nothing,JÃ¤germeister Hoodie,"11,25%","5,61%","10,38%","3,71%","62,75%","52,08%","65,90%","1,69%","0,0000000887",1541,"40,80",5,"63,89","52,34",2273,761,N
2667,Gordo,Sprayed Wall,Green And Orange,None,None,JÃ¤germeister Antlers,Nothing,Stebo Sweater,"10,19%","5,30%","13,66%","64,95%","62,75%","2,07%","65,90%","2,17%","0,0000000888",1540,"40,77",5,"63,89","52,33",2274,2667,N
1323,Gordo,Deep Green,Green And Orange,Clear Lenses Round,None,None,Nothing,Orange Hoodie,"10,19%","6,43%","13,66%","3,87%","62,75%","52,08%","65,90%","1,19%","0,0000000889",1539,"40,75",5,"63,89","52,32",2275,1323,N
2837,Albert,Space Silver,Purple And Green,None,None,None,Ganja,Suit & Bow Tie,"10,83%","6,43%","7,60%","64,95%","62,75%","52,08%","5,75%","1,38%","0,0000000889",1538,"40,72",5,"63,89","52,30",2276,2837,N
735,Jeff,Rainbow,Orange And Blue,None,None,None,Cigar,Royal Outfit,"11,25%","9,56%","21,66%","64,95%","62,75%","52,08%","4,00%","0,45%","0,000000089",1537,"40,69",5,"63,89","52,29",2277,735,N
1678,Albert,Sprayed Wall,Yellow And Blue,None,Golden Earring,None,Nothing,Fantom Sweater,"10,83%","5,30%","10,22%","64,95%","3,79%","52,08%","65,90%","1,80%","0,000000089",1536,"40,67",5,"63,89","52,28",2278,1678,N
843,Bruno,Abstract Red_Blue,Orange And Blue,None,None,Beer Helmet,Nothing,Chef's Jacket,"10,83%","4,87%","21,66%","64,95%","62,75%","2,89%","65,90%","1,01%","0,0000000891",1535,"40,64",5,"63,89","52,26",2279,843,N
791,Juanita,Matrix,Brown And Orange,None,None,None,Bubblegum,Hawaii Shirt,"11,25%","4,21%","10,38%","64,95%","62,75%","52,08%","3,89%","2,20%","0,0000000892",1534,"40,61",5,"63,89","52,25",2280,791,N
608,Jeff,Bright Sky,Yellow And Blue,None,None,None,Party Whistle,Versace Tee,"11,25%","7,18%","10,22%","64,95%","62,75%","52,08%","5,35%","0,95%","0,0000000893",1533,"40,59",5,"63,89","52,24",2281,608,N
1484,Albert,Space Silver,Blue And Orange,None,None,Luart Helmet,Nothing,White Shirt & Blue Tie,"10,83%","6,43%","22,00%","64,95%","62,75%","0,95%","65,90%","2,28%","0,0000000893",1532,"40,56",5,"63,89","52,22",2282,1484,N
429,Albert,Sunny Beach,Grey And Yellow,Heart Sunglasses,None,None,Nothing,Ripped Black Shirt,"10,83%","3,18%","12,13%","4,42%","62,75%","52,08%","65,90%","2,25%","0,0000000894",1531,"40,53",5,"63,89","52,21",2283,429,N
1398,Jeff,Brick Wall,Green And Orange,None,None,None,Pizza,MVVD Hoodie,"11,25%","6,09%","13,66%","64,95%","62,75%","52,08%","5,00%","0,90%","0,0000000895",1530,"40,51",5,"63,89","52,20",2284,1398,N
522,Juanita,Abstract White_Blue,Grey And Yellow,None,Golden Eyebrow Piercing,None,Nothing,Stebo Sweater,"11,25%","5,19%","12,13%","64,95%","2,62%","52,08%","65,90%","2,17%","0,0000000898",1529,"40,48",5,"63,89","52,18",2285,522,N
772,Ham,Sprayed Wall,Yellow And Blue,Flower Power,None,None,Nothing,Green Puffer Jacket,"9,74%","5,30%","10,22%","3,52%","62,75%","52,08%","65,90%","2,25%","0,00000009",1528,"40,46",5,"63,89","52,17",2286,772,N
3615,Robin,Abstract Red_Blue,Green And Orange,None,None,None,Bubblegum,Black Turtleneck,"11,04%","4,87%","13,66%","64,95%","62,75%","52,08%","3,89%","1,48%","0,00000009",1527,"40,43",5,"63,89","52,16",2287,3615,N
2945,Bruno,Abstract Red_Blue,Yellow And Blue,3D,None,None,Nothing,White Tee Blue Shirt,"10,83%","4,87%","10,22%","3,71%","62,75%","52,08%","65,90%","2,09%","0,00000009",1526,"40,40",5,"63,89","52,14",2288,2945,N
221,Robin,Bright Sky,Blue And Orange,None,None,None,Ganja,SciFi Space Suit,"11,04%","7,18%","22,00%","64,95%","62,75%","52,08%","5,75%","0,42%","0,00000009",1525,"40,38",5,"63,89","52,13",2289,221,N
293,Albert,Half-Sprayed Wall,Grey And Yellow,None,None,None,Bubblegum,Orange Hoodie,"10,83%","6,99%","12,13%","64,95%","62,75%","52,08%","3,89%","1,19%","0,0000000903",1524,"40,35",5,"63,89","52,12",2290,293,N
2092,Whitney,Half-Sprayed Wall,Yellow And Blue,None,None,JÃ¤germeister Antlers,Nothing,Hawaii Shirt,"10,46%","6,99%","10,22%","64,95%","62,75%","2,07%","65,90%","2,20%","0,000000091",1522,"40,30",5,"63,89","52,09",2291,2092,N
57,Lou,Brick Wall,Green And Orange,None,None,Reverse Hat,Nothing,Omega Hoodie,"12,05%","6,09%","13,66%","64,95%","62,75%","3,76%","65,90%","0,90%","0,0000000911",1521,"40,27",5,"63,89","52,08",2292,57,N
1300,Robin,Bright Sky,Yellow And Blue,None,Septum Piercing,None,Nothing,Black Waistcoat,"11,04%","7,18%","10,22%","64,95%","3,47%","52,08%","65,90%","1,46%","0,0000000911",1520,"40,24",5,"63,89","52,07",2293,1300,N
1532,Robin,Bright Sky,Brown And Orange,Heart Sunglasses,None,None,Nothing,Go ***** Yourself Tee,"11,04%","7,18%","10,38%","4,42%","62,75%","52,08%","65,90%","1,16%","0,0000000912",1519,"40,22",5,"63,89","52,05",2294,1532,N
3354,Jeff,Half-Sprayed Wall,Green And Orange,None,None,None,Cigar,Chef's Jacket,"11,25%","6,99%","13,66%","64,95%","62,75%","52,08%","4,00%","1,01%","0,0000000917",1518,"40,19",5,"63,89","52,04",2295,3354,N
108,Bruno,Mountains,Orange And Blue,None,None,JÃ¤germeister Cap,Nothing,Catchphrase Ripped Tee,"10,83%","5,61%","21,66%","64,95%","62,75%","1,72%","65,90%","1,51%","0,0000000918",1517,"40,16",5,"63,89","52,03",2296,108,N
710,Lou,Sunny Beach,Grey And Yellow,Pilot Sunglasses,None,None,Nothing,JÃ¤germeister Hoodie,"12,05%","3,18%","12,13%","5,43%","62,75%","52,08%","65,90%","1,69%","0,0000000919",1516,"40,14",5,"63,89","52,01",2297,710,N
2718,Whitney,Deep Blue,Green And Orange,None,None,Captain's Hat,Nothing,Doctor's Outfit,"10,46%","7,73%","13,66%","64,95%","62,75%","4,18%","65,90%","0,74%","0,000000092",1515,"40,11",5,"63,89","52,00",2298,2718,N
3416,Lou,Mountains,Grey And Yellow,Flower Power,None,None,Nothing,Black Turtleneck,"12,05%","5,61%","12,13%","3,52%","62,75%","52,08%","65,90%","1,48%","0,0000000922",1514,"40,08",5,"63,89","51,99",2299,3416,N
73,Bruno,Matrix,Green And Orange,None,Cross Necklace,None,Nothing,White Tee Blue Shirt,"10,83%","4,21%","13,66%","64,95%","3,18%","52,08%","65,90%","2,09%","0,0000000922",1513,"40,06",5,"63,89","51,97",2300,73,N
566,Lou,Bright Sky,Yellow And Blue,None,None,Orange Beanie,Nothing,Anarchy Jacket,"12,05%","7,18%","10,22%","64,95%","62,75%","3,87%","65,90%","1,01%","0,0000000923",1512,"40,03",5,"63,89","51,96",2301,566,N
3246,Gordo,Gold Flakes,Purple And Green,None,Septum Piercing,None,Nothing,Blue Camo Shirt,"10,19%","6,33%","7,60%","64,95%","3,47%","52,08%","65,90%","2,44%","0,0000000923",1511,"40,01",5,"63,89","51,95",2302,3246,N
3249,Juanita,Abstract Red_Blue,Blue And Orange,None,None,None,Bubblegum,Keikogi,"11,25%","4,87%","22,00%","64,95%","62,75%","52,08%","3,89%","0,93%","0,0000000923",1510,"39,98",5,"63,89","51,93",2303,3249,N
2227,Bruno,Space Silver,Grey And Yellow,None,Golden Earring,None,Nothing,White Plain Tee,"10,83%","6,43%","12,13%","64,95%","3,79%","52,08%","65,90%","1,30%","0,0000000925",1509,"39,95",5,"63,89","51,92",2304,2227,N
76,Ham,Sprayed Wall,Grey And Yellow,None,None,Reverse Hat,Nothing,Black Turtleneck,"9,74%","5,30%","12,13%","64,95%","62,75%","3,76%","65,90%","1,48%","0,0000000937",1508,"39,93",5,"63,89","51,91",2305,76,N
979,Ham,Brick Wall,Purple And Green,None,None,Visor Cap,Nothing,Stebo Sweater,"9,74%","6,09%","7,60%","64,95%","62,75%","3,57%","65,90%","2,17%","0,000000094",1507,"39,90",5,"63,89","51,89",2306,979,N
899,Gordo,Ones & Zeros,Yellow And Blue,None,None,Reverse Hat,Nothing,JÃ¤germeister Hoodie,"10,19%","5,30%","10,22%","64,95%","62,75%","3,76%","65,90%","1,69%","0,0000000944",1506,"39,87",5,"63,89","51,88",2307,899,N
1332,Robin,Bright Sky,Yellow And Blue,None,Septum Piercing,None,Nothing,Catchphrase Ripped Tee,"11,04%","7,18%","10,22%","64,95%","3,47%","52,08%","65,90%","1,51%","0,0000000944",1505,"39,85",5,"63,89","51,87",2308,1332,N
3528,Bruno,Rainbow,Brown And Orange,None,Septum Piercing,None,Nothing,100 Emoji Swag Tee,"10,83%","9,56%","10,38%","64,95%","3,47%","52,08%","65,90%","1,14%","0,0000000945",1504,"39,82",5,"63,89","51,85",2309,3528,N
226,Gordo,Red & Green Aura,Orange And Blue,None,None,Gold Halo,Nothing,Chef's Jacket,"10,19%","6,80%","21,66%","64,95%","62,75%","2,33%","65,90%","1,01%","0,0000000946",1503,"39,79",5,"63,89","51,84",2310,226,N
2350,Lou,Deep Blue,Grey And Yellow,Clear Lenses Round,None,None,Nothing,Anarchy Jacket,"12,05%","7,73%","12,13%","3,87%","62,75%","52,08%","65,90%","1,01%","0,0000000946",1502,"39,77",5,"63,89","51,83",2311,2350,N
2497,Juanita,Half-Sprayed Wall,Brown And Orange,None,None,None,Lollipop,Guy Fieri Flame Shirt,"11,25%","6,99%","10,38%","64,95%","62,75%","52,08%","5,03%","1,09%","0,0000000946",1501,"39,74",5,"63,89","51,81",2312,2497,N
3334,Albert,Half-Sprayed Wall,Purple And Green,None,None,JÃ¤germeister Cap,Nothing,Stebo Tee,"10,83%","6,99%","7,60%","64,95%","62,75%","1,72%","65,90%","3,57%","0,000000095",1500,"39,71",5,"63,89","51,80",2313,3334,N
1339,Robin,Deep Green,Orange And Blue,None,JÃ¤germeister Chain,None,Nothing,Hazmat Suit,"11,04%","6,43%","21,66%","64,95%","2,99%","52,08%","65,90%","0,93%","0,0000000951",1499,"39,69",5,"63,89","51,79",2314,1339,N
1487,Lou,Abstract White_Blue,Brown And Orange,None,None,None,Nothing,SciFi Space Suit,"12,05%","5,19%","10,38%","64,95%","62,75%","52,08%","65,90%","0,42%","0,000000384",670,"17,74",4,"85,84","51,79",2315,1487,N
927,Albert,Red & Green Aura,Orange And Blue,None,None,Gold Halo,Nothing,Versace Tee,"10,83%","6,80%","21,66%","64,95%","62,75%","2,33%","65,90%","0,95%","0,0000000952",1498,"39,66",5,"63,89","51,77",2316,927,N
3626,Albert,Matrix,Orange And Blue,None,None,Visor Cap,Nothing,Joker Suit,"10,83%","4,21%","21,66%","64,95%","62,75%","3,57%","65,90%","1,01%","0,0000000953",1497,"39,63",5,"63,89","51,76",2317,3626,N
1631,Whitney,Space Gold,Orange And Blue,None,None,None,Cigar,JÃ¤germeister Urban Hoodie,"10,46%","2,07%","21,66%","64,95%","62,75%","52,08%","4,00%","2,41%","0,0000000956",1496,"39,61",5,"63,89","51,75",2318,1631,N
3290,Robin,Ones & Zeros,Blue And Orange,None,None,None,Bubblegum,MVVD Hoodie,"11,04%","5,30%","22,00%","64,95%","62,75%","52,08%","3,89%","0,90%","0,0000000956",1495,"39,58",5,"63,89","51,73",2319,3290,N
2925,Bruno,Abstract White_Blue,Orange And Blue,None,None,None,Bubblegum,Versace Tee,"10,83%","5,19%","21,66%","64,95%","62,75%","52,08%","3,89%","0,95%","0,0000000958",1494,"39,56",5,"63,89","51,72",2320,2925,N
2389,Gordo,Abstract Red_Blue,Brown And Orange,None,None,Propeller Hat,Nothing,Thorchain Hoodie,"10,19%","4,87%","10,38%","64,95%","62,75%","4,02%","65,90%","1,72%","0,0000000959",1493,"39,53",5,"63,89","51,71",2321,2389,N
1762,Jeff,Mountains,Blue And Orange,None,None,Red Cap,Nothing,Versace Tee,"11,25%","5,61%","22,00%","64,95%","62,75%","2,70%","65,90%","0,95%","0,0000000961",1492,"39,50",5,"63,89","51,69",2322,1762,N
3139,Lou,Mountains,Purple And Green,None,Golden Nose Ring,None,Nothing,Catchphrase Ripped Tee,"12,05%","5,61%","7,60%","64,95%","5,56%","52,08%","65,90%","1,51%","0,0000000961",1491,"39,48",5,"63,89","51,68",2323,3139,N
1658,Gordo,Bright Sky,Grey And Yellow,Flower Power,None,None,Nothing,ArtsyApes Brains Longsleeve,"10,19%","7,18%","12,13%","3,52%","62,75%","52,08%","65,90%","1,43%","0,0000000961",1490,"39,45",5,"63,89","51,67",2324,1658,N
1712,Lou,Brick Wall,Yellow And Blue,Deal With It,None,None,Nothing,Orange Hoodie,"12,05%","6,09%","10,22%","5,03%","62,75%","52,08%","65,90%","1,19%","0,0000000968",1489,"39,42",5,"63,89","51,65",2325,1712,N
469,Robin,Abstract White_Blue,Blue And Orange,None,None,None,Nothing,None,"11,04%","5,19%","22,00%","64,95%","62,75%","52,08%","65,90%","2,52%","0,00000443",141,"3,73",3,"99,58","51,65",2326,469,N
906,Jeff,Mountains,Green And Orange,Flower Power,None,None,Nothing,Black Turtleneck,"11,25%","5,61%","13,66%","3,52%","62,75%","52,08%","65,90%","1,48%","0,000000097",1488,"39,40",5,"63,89","51,64",2327,906,N
1122,Robin,Red & Green Aura,Yellow And Blue,None,None,ArtsyApes Cap,Nothing,Derby Stars Turtleneck,"11,04%","6,80%","10,22%","64,95%","62,75%","4,05%","65,90%","1,16%","0,0000000973",1487,"39,37",5,"63,89","51,63",2328,1122,N
1386,Juanita,Mountains,Purple And Green,None,JÃ¤germeister Chain,None,Nothing,Banana Bonanza Hoodie,"11,25%","5,61%","7,60%","64,95%","2,99%","52,08%","65,90%","3,04%","0,0000000974",1485,"39,32",5,"63,89","51,60",2329,1386,N
3255,Bruno,Sprayed Wall,Orange And Blue,None,Cross Earring,None,Nothing,100 Emoji Swag Tee,"10,83%","5,30%","21,66%","64,95%","3,10%","52,08%","65,90%","1,14%","0,0000000976",1484,"39,29",5,"63,89","51,59",2330,3255,N
1078,Albert,Brick Wall,Grey And Yellow,None,None,None,Ganja,Joker Suit,"10,83%","6,09%","12,13%","64,95%","62,75%","52,08%","5,75%","1,01%","0,0000000981",1483,"39,26",5,"63,89","51,58",2331,1078,N
516,Bruno,Sprayed Wall,Blue And Orange,None,Septum Piercing,None,Nothing,Rainbow Pin Suit & Tie,"10,83%","5,30%","22,00%","64,95%","3,47%","52,08%","65,90%","1,01%","0,0000000981",1482,"39,24",5,"63,89","51,56",2332,516,N
1874,Jeff,Sprayed Wall,Orange And Blue,None,None,None,Nothing,None,"11,25%","5,30%","21,66%","64,95%","62,75%","52,08%","65,90%","2,52%","0,00000454",133,"3,52",3,"99,58","51,55",2333,1874,N
3519,Juanita,Brick Wall,Yellow And Blue,None,Cross Earring,None,Nothing,Plain White Shirt,"11,25%","6,09%","10,22%","64,95%","3,10%","52,08%","65,90%","2,04%","0,0000000986",1480,"39,18",5,"63,89","51,54",2334,3519,N
99,Gordo,Matrix,Orange And Blue,None,None,None,Respirator,Ethereum Hoodie,"10,19%","4,21%","21,66%","64,95%","62,75%","52,08%","2,28%","2,20%","0,0000000987",1479,"39,16",5,"63,89","51,52",2335,99,N
2109,Ham,Deep Green,Blue And Orange,None,None,ArtsyApes Cap,Nothing,Captain's Outfit,"9,74%","6,43%","22,00%","64,95%","62,75%","4,05%","65,90%","0,66%","0,0000000993",1478,"39,13",5,"63,89","51,51",2336,2109,N
2014,Juanita,Matrix,Purple And Green,Flower Power,None,None,Nothing,Luna Tee,"11,25%","4,21%","7,60%","3,52%","62,75%","52,08%","65,90%","3,65%","0,0000000997",1477,"39,11",5,"63,89","51,50",2337,2014,N
1749,Jeff,Brick Wall,Brown And Orange,None,Golden Eyebrow Piercing,None,Nothing,JÃ¤germeister Urban Hoodie,"11,25%","6,09%","10,38%","64,95%","2,62%","52,08%","65,90%","2,41%","0,0000001",1475,"39,05",5,"63,89","51,47",2338,1749,N
2652,Ham,Abstract Red_Blue,Yellow And Blue,Orange Shades,None,None,Nothing,Catchphrase Ripped Tee,"9,74%","4,87%","10,22%","6,35%","62,75%","52,08%","65,90%","1,51%","0,0000001",1474,"39,03",5,"63,89","51,46",2339,2652,N
